0.86852,-1.2585,1.9077,0.081883,-0.1756,-1.3527,2.0593,0.93952,-1.1125,-1.9066,1.0135,-1.2241,-0.1205,-2.9417,0.33955,1.0035,-0.69721,-0.30749,-0.16283,0.77737,-1.5721,0.016764,-1.1678,-0.11356,-0.14588,8
1.8305,-2.2554,-1.4619,0.6271,-0.23399,-0.15946,1.3251,-0.53675,-1.8587,1.4735,0.95326,-0.37687,0.64424,0.84302,0.36591,-0.47799,0.54392,0.22814,-0.27465,1.6795,-0.81735,0.30695,-1.6331,-0.084693,-0.75978,9
0.38746,-0.32478,1.2609,-2.5988,-3.0061,-0.97885,0.25831,1.176,-0.97178,1.122,0.86698,-1.4871,0.079076,-1.1147,-0.21683,0.66052,0.95546,0.77972,0.14021,-0.16345,1.2392,-0.72965,1.3626,-0.73842,-0.20403,8
-0.61597,2.3837,-2.6582,-0.29656,0.9821,1.573,0.47274,-0.47844,0.055918,-3.1872,-0.91838,-0.11471,-0.4959,-0.86952,-1.1833,-1.1889,1.5373,-1.0755,0.042413,0.061649,-2.1776,-1.8955,-0.17515,-0.32953,-0.62756,3
0.71342,-1.8998,-1.4691,0.36432,1.4693,1.3314,1.2377,0.43663,1.3593,-0.2843,-0.17313,1.5461,0.87457,-0.34428,1.3099,1.2377,-1.3377,0.28747,-1.2862,-0.57663,-0.51473,0.31571,0.98675,-0.30333,0.34443,4
0.48824,0.57911,1.5392,-1.6898,-0.66279,-0.93856,0.43958,1.4312,2.241,0.87563,-0.8419,0.33013,0.062247,-2.2242,0.61407,-0.97636,0.42963,-0.10622,0.335,-0.63546,-0.053228,-1.1359,-0.40983,-1.016,0.20818,8
3.2092,3.0369,1.2016,0.93528,0.18892,-1.4649,0.95581,0.0033746,-1.8145,0.5694,0.79877,-1.4912,0.85343,0.2191,0.94483,0.55037,-0.042749,0.22603,-0.85831,-0.36836,-0.94139,-0.48513,0.22871,-0.2818,1.0114,1
1.3,-2.067,-1.6404,1.6987,2.0594,0.34249,-0.0462,-2.1172,0.32937,0.67413,-0.77773,-1.441,0.30102,-1.048,0.13304,0.16764,0.98868,-0.18558,0.75346,0.30063,0.84213,0.30245,-0.47564,-0.10602,0.49161,7
3.6817,1.4496,0.77732,0.72928,1.1403,-1.7687,0.52499,0.16916,-0.49146,-0.67338,1.321,-1.175,0.9569,1.0128,0.37981,0.56662,0.25399,-0.3902,0.283,-0.1151,0.63198,-0.36758,0.27892,-0.056056,0.61081,1
0.016046,-0.54323,-0.90253,2.4747,-1.5626,1.8351,-0.60313,0.84368,1.6526,-0.023001,0.047417,0.044481,0.69431,-0.56419,-1.617,2.578,-0.37686,-0.71286,1.8566,0.6959,0.36261,0.61079,1.3042,0.11349,-0.92639,6
-3.0042,0.64362,1.8754,1.3662,-1.6586,-2.3006,-3.0943,-1.5902,1.2251,1.415,-0.72633,-1.2077,-0.9663,0.89381,-1.0377,0.67268,-0.0073824,0.089439,0.039329,1.1514,-1.2274,1.2822,0.016001,1.2328,-1.123,2
2.7132,-0.99085,-0.42534,-0.98971,1.1658,-0.45171,-0.94609,0.90697,-0.3374,-1.292,1.5862,-0.23825,0.43155,0.79636,-0.28261,-0.5342,-0.15445,-0.62793,0.089026,-0.64269,0.61901,1.1877,0.042446,-0.2375,-1.0631,9
-4.3429,1.0461,-2.1874,1.1072,1.2599,-0.58936,-0.051467,1.7107,1.1334,-0.43826,1.7138,-0.6738,-1.984,0.75227,0.94141,1.532,-1.1408,-0.47651,-0.87721,0.76861,-0.27847,-0.033701,0.34779,-0.67585,-0.24242,0
-0.57434,-2.217,-2.0708,0.41287,2.8954,1.657,-0.38113,-2.3815,-1.1154,0.63761,0.61127,-1.2321,-0.30268,-2.84,1.1796,1.3775,1.2202,-0.6561,-0.24286,0.0097144,0.38675,-0.30237,0.1073,0.35132,1.0616,7
-2.9136,0.10344,-1.0711,0.27091,-0.81986,1.3542,0.55664,0.16482,2.0961,-0.3895,1.8625,-2.6122,-1.3267,0.090103,1.2447,0.86952,-0.41777,-0.28121,-0.27738,0.39711,0.38861,0.70113,1.0749,0.62432,0.37377,0
-0.21822,1.4309,1.7331,1.0071,-0.74621,1.2846,2.2229,-2.7023,-1.9699,0.97986,-0.22383,1.171,-0.17485,1.2799,-0.47611,0.57107,-0.60541,0.36569,0.66535,-0.20135,-0.35269,1.999,0.39832,-1.1092,0.23053,6
1.592,-1.2856,0.52487,0.003931,1.5572,-2.4815,-0.77556,1.2727,-0.30488,-0.44639,0.29212,-2.5233,1.3457,-0.51581,-0.32265,-0.53376,-0.61921,1.0987,0.39402,0.64995,-0.057682,-0.22735,-0.49975,0.065581,0.24517,7
1.0637,-2.3126,1.6864,-0.47911,0.78534,-2.9487,-2.0188,0.037759,0.085514,-1.3,-0.99022,-2.5513,1.2497,-0.75282,0.27022,0.20428,-0.38576,0.23536,-0.45932,0.99935,-1.1182,0.067115,-0.21821,0.25241,0.80285,7
1.9029,-2.9446,0.70667,-0.99684,1.5637,-1.2103,-2.5805,-0.27741,1.2502,-1.3395,-0.045293,-0.4958,-0.51458,0.018579,-0.073768,0.33929,-0.0057114,0.35985,0.30057,0.26319,-0.080604,1.7099,-0.024857,-0.16774,-0.31437,7
0.43778,-0.89409,-1.0994,1.3387,0.073889,2.6354,-0.30989,0.0089986,-1.8434,-0.87605,-1.2321,0.83124,0.12214,-0.39651,0.13307,-0.80395,-0.56567,1.2795,2.0709,-0.014311,-0.41323,0.87774,-0.12834,1.1186,1.02,3
1.5747,-1.9388,1.5974,0.87977,0.91369,0.32123,2.0534,1.0595,1.0792,-1.8225,-0.62137,-0.67918,0.53845,-0.96419,-0.94627,0.50635,-0.19083,0.042804,-0.34261,1.0515,-0.64598,-0.85405,-0.53269,0.62996,0.34908,4
3.1658,3.1457,1.1248,1.0912,0.81083,-0.92966,0.72738,0.19961,-1.452,0.27,0.61057,-1.513,0.9787,0.23068,1.2632,0.96495,0.09981,0.27576,-0.87179,-0.24228,-0.71511,-0.31882,0.0073228,0.17412,0.85358,1
1.5429,-1.5492,1.6343,-0.27263,2.1526,-0.60644,-0.53042,-1.0373,-0.084397,-2.5054,0.033634,-1.4861,-0.18937,-1.4084,-1.0738,1.2002,0.98399,-0.1974,-0.72327,0.95649,-0.01989,-0.44079,-0.57987,-0.3526,0.13588,7
0.79017,1.813,1.5131,-0.36645,0.081508,1.4874,1.4514,-2.1839,-0.69364,-0.0866,0.6004,1.0254,-0.52846,1.0795,-0.10574,0.4761,-1.2603,1.3491,-0.85001,-1.6475,-0.75788,0.74624,-1.2611,-0.206,-0.57363,6
2.1911,-1.805,-0.84819,-0.24606,-0.070505,0.16254,0.32134,0.22738,0.32357,1.2283,1.6249,-0.61751,-0.3766,0.87791,-0.53484,-1.0073,0.2129,-1.1507,-0.48366,-0.4794,-0.89223,-0.88323,-0.52014,0.7202,-0.25978,9
3.0294,2.4542,2.0415,0.38339,-0.82827,-2.7021,0.29135,-0.39745,-1.8295,-0.042032,1.2826,-1.5556,0.31767,0.44759,0.80094,0.32592,0.57767,0.64546,-0.42281,-0.30775,0.06788,0.029182,0.13495,-0.14964,0.46166,1
